id,current_rating,potential_rating,height,weight,preferred_foot,skill_moves,value,wage,ball_control,strength,long_shots_level
241925,66,73,178,69,Right,3,1.500.000,10.5,66,46,Good
208049,68,68,169,66,Right,2,1.100.000,6.4,67,62,Good
210029,68,69,180,74,Right,2,1.200.000,9.4,61,72,Good
246649,63,80,185,72,Right,3,1.100.000,1.3,62,62,Good
244674,57,71,188,76,Right,2,325,1.3,48,63,Fair
206407,74,74,172,66,Right,3,825,15.5,73,56,Good
193706,70,70,193,85,Right,2,1.300.000,5.5,54,85,Good
203605,80,80,182,81,Right,3,17.000.000,37,77,79,Good
255065,57,70,177,75,Right,2,350,1.6,62,65,Good
257058,63,63,173,68,Left,2,375,1.3,60,45,Fair
220165,72,74,184,85,Right,3,2.700.000,34,69,76,Good
198849,65,65,184,80,Right,2,550,2.7,68,75,Excellent
244224,54,69,175,70,Right,2,220,3.1,58,51,Good
258207,61,68,174,70,Right,2,575,1.7,67,47,Good
253918,59,65,184,80,Right,2,325,2.3,60,62,Good
251925,54,64,170,67,Right,2,220,1.6,58,42,Fair
255435,55,70,179,71,Right,2,275,1.3,55,51,Fair
257408,59,67,187,80,Left,2,425,1.3,52,70,Fair
201268,62,63,180,72,Right,2,425,1.3,64,60,Good
209658,85,88,189,76,Right,3,64.000.000,100,85,88,Excellent
241026,69,79,179,74,Right,3,2.800.000,4.4,68,61,Excellent
217646,69,69,183,81,Left,1,220,4.1,27,64,Fair
253332,59,69,175,70,Right,2,450,1.8,68,46,Good
190653,74,74,171,66,Right,4,3.700.000,36,72,56,Good
219571,74,77,183,77,Right,3,4.900.000,18,76,72,Excellent
247721,63,78,177,75,Right,3,1.000.000,5.5,67,63,Fair
211141,62,62,180,74,Left,2,300,3.1,45,76,Good
246833,59,67,181,76,Right,2,450,3.2,62,60,Good
226232,63,68,183,77,Right,2,650,2.2,61,77,Good
223030,70,71,186,84,Right,3,1.600.000,7.6,67,83,Excellent
214343,69,69,181,77,Right,2,1.100.000,6.9,64,79,Fair
189472,77,77,186,77,Right,2,6.500.000,25.5,65,89,Fair
256130,55,69,180,75,Left,2,275,2.2,49,59,Fair
232271,63,71,177,72,Left,2,900,2.5,61,56,Fair
248084,67,67,178,74,Left,2,825,3,66,60,Good
253762,55,65,180,72,Left,2,250,1.4,45,59,Fair
226662,71,76,181,75,Right,3,2.300.000,6.4,70,72,Good
227970,59,62,185,70,Right,2,220,1.8,52,66,Good
242489,68,74,174,67,Left,3,1.700.000,3.5,70,44,Good
208730,68,68,182,80,Right,3,775,4.5,66,71,Good
256560,53,67,168,56,Right,2,190,1.3,46,35,Fair
203486,83,83,175,71,Right,4,34.500.000,70,84,65,Excellent
252523,69,78,176,65,Left,4,2.800.000,5,70,59,Good
233030,58,63,183,84,Right,1,220,1.3,12,56,Fair
210750,53,58,181,80,Right,1,100,2.8,21,63,Fair
217095,66,66,183,81,Right,1,525,3.3,21,66,Fair
222621,61,63,186,75,Right,1,275,1.5,18,58,Fair
223933,63,69,197,87,Right,2,700,1.3,62,79,Good
219988,71,72,197,92,Left,3,2.000.000,10.5,74,83,Good
176029,69,69,172,67,Left,4,775,6.5,73,57,Good
257721,59,73,195,89,Left,1,400,1.3,11,53,Fair
256999,51,69,185,76,Left,2,130,1.3,35,68,Fair
228386,75,80,197,90,Right,2,6.500.000,11.5,48,94,Fair
204713,74,74,178,78,Left,4,3.900.000,21.5,75,77,Excellent
246560,62,67,186,83,Right,2,550,1.6,63,88,Good
223899,64,64,183,73,Right,2,550,1.5,64,70,Good
239597,62,72,173,69,Left,3,800,1.4,68,54,Excellent
252489,66,84,180,67,Right,2,1.800.000,1.3,70,66,Good
257371,49,60,179,74,Right,2,90,1.3,54,55,Fair
258591,50,65,183,76,Right,1,80,1.3,11,61,Fair
223876,66,66,176,69,Right,3,600,2.4,68,63,Good
215417,72,74,189,89,Right,1,1.800.000,7,23,69,Fair
236377,57,73,196,87,Right,2,350,1.3,40,75,Fair
256976,59,67,174,73,Left,2,425,1.3,57,48,Good
257664,60,63,178,70,Left,2,300,1.3,62,43,Good
255659,54,72,184,75,Left,2,250,1.3,41,64,Fair
228369,64,73,184,77,Right,1,1.000.000,1.9,24,43,Fair
229981,62,69,191,78,Right,3,725,1.4,61,75,Good
233175,62,67,176,67,Right,3,550,1.7,70,62,Good
231148,65,68,181,74,Right,2,850,7.6,62,80,Good
244048,61,73,180,74,Right,2,725,2.2,64,42,Fair
210615,60,60,185,76,Left,2,220,1.3,59,65,Good
211907,70,70,175,74,Right,3,1.200.000,6.8,69,72,Good
199537,68,68,180,74,Right,2,700,2.4,64,71,Fair
212782,62,66,183,80,Left,3,525,1.7,64,79,Good
243627,71,81,186,75,Right,3,3.600.000,9.4,76,64,Good
240908,66,74,189,78,Right,2,1.600.000,3.1,67,74,Fair
235808,58,72,182,78,Left,2,400,1.9,50,70,Fair
201454,79,79,184,80,Left,3,14.000.000,55,78,65,Good
257234,65,76,176,80,Left,2,1.300.000,1.5,66,68,Good
228739,61,61,185,80,Right,1,150,1.9,23,61,Fair
255209,56,66,174,69,Left,2,275,1.3,58,48,Good
252036,63,77,184,78,Right,2,1.000.000,2.1,52,63,Fair
219967,66,71,190,77,Right,1,900,1.5,16,42,Fair
183993,63,63,181,73,Right,2,350,1.3,61,75,Good
185144,70,70,184,72,Right,3,1.200.000,9.4,71,72,Excellent
182681,63,63,180,73,Left,2,300,2.1,61,80,Good
223175,65,71,188,78,Right,1,825,7.6,11,55,Fair
239981,66,80,184,78,Right,3,1.900.000,2.1,70,64,Good
238693,65,65,181,75,Right,3,625,1.3,63,64,Good
237566,70,73,180,74,Right,3,1.900.000,4.3,69,69,Good
254048,75,81,174,69,Left,3,8.000.000,11,76,60,Excellent
256075,57,68,190,68,Right,2,300,1.3,57,66,Fair
253277,66,66,171,65,Right,2,150,2.9,55,75,Fair
230759,55,66,165,68,Right,2,250,1.3,50,66,Good
258968,58,71,185,80,Left,2,400,1.3,43,66,Fair
163694,65,65,178,72,Right,2,400,2.7,63,69,Good
211004,70,70,183,73,Right,3,1.200.000,4.1,66,76,Good
226377,76,77,172,75,Left,4,7.500.000,32,80,61,Excellent
208675,66,69,182,76,Right,3,1.000.000,2.4,66,77,Good
221518,62,63,191,89,Right,2,425,3.1,63,85,Good
229128,72,72,166,60,Right,3,2.300.000,12,73,47,Good
189167,73,73,178,86,Right,3,,,71,72,Good
252935,76,85,166,65,Left,3,15.500.000,28,76,65,Excellent
250908,59,66,177,69,Right,2,375,1.3,54,54,Fair
203890,80,80,181,76,Right,3,17.000.000,49,79,72,Good
253627,59,62,181,72,Right,1,200,1.8,23,65,Fair
198776,69,70,168,60,Right,3,1.400.000,4.3,74,53,Good
216391,73,75,170,65,Right,3,3.500.000,10.5,74,55,Good
227835,66,72,175,65,Right,3,1.200.000,3.1,71,34,Good
245527,64,74,178,77,Right,2,1.100.000,2.8,64,62,Good
253109,75,83,185,75,Right,3,11.000.000,6.7,76,74,Excellent
230427,75,75,172,71,Right,2,6.000.000,13,76,73,Good
202556,84,87,176,78,Right,5,50.500.000,95,84,81,Excellent
229606,71,78,180,75,Right,3,3.300.000,9.4,73,75,Good
241837,68,77,176,73,Right,2,2.300.000,4.3,61,62,Fair
216145,79,81,183,78,Right,2,15.500.000,42,66,76,Good
240725,61,72,182,75,Right,2,625,2.7,57,66,Fair
183244,67,67,194,89,Right,1,500,2.4,20,69,Fair
259154,63,66,192,75,Right,2,550,4.6,62,73,Good
226459,63,72,179,72,Left,2,900,5.6,64,59,Fair
213717,68,68,168,72,Right,3,1.100.000,2.1,74,74,Excellent
186416,64,64,184,74,Right,3,250,3.9,72,70,Good
138412,80,80,175,70,Right,3,8.500.000,85,80,70,Excellent
254766,56,64,175,71,Right,2,300,1.8,54,55,Good
202106,70,70,186,81,Left,2,1.300.000,9,65,77,Excellent
255874,60,70,187,77,Right,2,475,1.6,59,54,Fair
237248,70,83,178,72,Right,2,3.500.000,6.1,68,74,Good
248745,58,69,181,68,Right,3,400,1.7,62,41,Good
242348,78,81,188,82,Right,3,16.500.000,25,79,76,Excellent
221666,62,62,173,75,Right,3,300,1.4,64,63,Good
239606,65,71,175,70,Left,3,1.000.000,1.3,64,64,Good
258315,60,86,187,76,Left,2,850,1.3,54,71,Fair
225625,66,72,180,70,Right,2,1.200.000,2.9,63,71,Good
250725,63,77,183,69,Left,2,1.000.000,1.3,54,63,Fair
206145,70,74,191,83,Right,1,1.500.000,8.8,22,64,Fair
193244,66,66,188,93,Right,1,250,1.7,20,75,Fair
252718,66,66,179,77,Right,3,775,2.7,66,75,Good
231236,74,80,178,74,Right,4,6.000.000,17,76,55,Excellent
188058,70,70,189,79,Right,3,1.200.000,9.9,67,74,Good
236009,60,75,181,78,Left,2,500,1.3,54,68,Fair
228017,65,71,185,80,Right,3,1.000.000,3,62,68,Good
191783,74,74,176,81,Right,4,4.000.000,20,78,71,Excellent
255527,59,67,177,74,Left,2,425,1.3,60,71,Fair
241134,60,71,192,80,Left,2,475,1.9,57,74,Fair
258745,57,68,180,75,Right,3,325,1.3,57,56,Fair
212106,64,65,176,69,Right,3,625,1.7,64,62,Good
192906,75,75,168,71,Right,4,2.200.000,10.5,78,64,Excellent
255177,57,63,180,81,Right,3,220,1.3,64,75,Fair
234464,65,66,181,77,Right,3,775,2.5,68,65,Good
243559,70,79,176,71,Right,3,3.100.000,9.9,69,32,Good
234171,72,77,182,77,Right,3,3.100.000,13.5,75,58,Good
176357,67,67,186,79,Right,2,300,3.3,63,81,Good
255462,64,78,177,67,Right,3,1.300.000,2.8,69,48,Good
228152,59,67,190,77,Right,2,425,2.2,51,80,Fair
241071,66,76,165,63,Right,3,1.600.000,5,67,47,Good
244789,73,75,181,75,Left,3,3.400.000,12,73,64,Good
173155,71,71,180,78,Left,3,1.300.000,9.9,76,72,Excellent
193301,83,83,176,77,Right,4,33.000.000,110,85,75,Excellent
255198,69,72,185,77,Right,3,1.600.000,6.7,70,70,Good
255032,58,66,173,61,Right,2,375,1.3,59,48,Fair
202940,70,70,170,65,Right,3,1.400.000,45,74,53,Good
234521,65,72,190,85,Left,3,1.300.000,1.3,66,86,Good
220132,79,79,176,69,Right,2,14.500.000,29,73,71,Good
258600,53,72,188,81,Right,1,190,1.3,17,44,Fair
244623,56,71,168,65,Left,3,325,1.3,58,30,Fair
229743,63,68,189,85,Right,2,650,6.2,66,72,Good
254273,59,76,175,67,Right,2,525,1.3,62,49,Good
221373,62,63,183,75,Right,2,425,3,58,73,Good
163155,79,79,193,90,Left,1,400,10.5,25,57,Fair
240660,64,74,186,74,Right,2,1.200.000,3.4,64,70,Good
251071,64,79,179,70,Right,2,1.300.000,1.3,68,54,Good
254789,57,71,180,72,Left,2,350,1.3,59,59,Good
202043,67,68,185,73,Right,3,1.100.000,3.1,64,71,Good
254623,63,75,182,81,Left,2,1.100.000,2.3,66,68,Good
169108,64,64,184,82,Right,1,900,1.5,25,62,Fair
142258,72,72,187,80,Right,1,350,7.4,32,60,Fair
211395,64,65,184,74,Right,3,600,6.4,67,73,Good
220831,70,75,178,69,Right,2,2.200.000,9.9,69,75,Good
155964,65,65,173,78,Right,3,220,1.3,65,71,Good
212940,65,69,179,68,Right,3,900,1.9,64,56,Good
259011,65,80,171,69,Left,3,1.500.000,3,63,40,Good
230132,66,71,175,68,Right,3,1.200.000,2.2,66,55,Good
251421,59,78,181,71,Right,2,525,3.7,61,52,Good
217168,72,75,176,74,Right,2,2.500.000,8.5,67,60,Good
241708,69,80,187,77,Left,2,2.600.000,7.1,62,74,Fair
215155,72,72,170,65,Right,3,2.100.000,11.5,73,68,Good
243735,64,72,190,77,Right,1,1.000.000,1.3,25,41,Fair
213982,64,67,184,72,Right,2,600,3.2,52,75,Fair
222226,67,67,185,80,Left,2,,,51,75,Fair
193182,71,71,185,75,Left,1,1.200.000,15,28,71,Fair
257326,53,68,178,72,Left,3,200,1.3,57,45,Good
237927,61,69,194,83,Left,1,550,1.3,25,41,Fair
194647,68,68,191,86,Right,1,575,2.5,13,66,Fair
233437,70,70,182,78,Left,3,,,67,66,Fair
225019,65,72,181,74,Right,2,1.300.000,9.4,64,68,Good
149697,56,56,185,86,Left,2,20,1.3,45,70,Fair
209526,64,66,175,62,Left,3,600,1.3,62,50,Good
243365,64,68,186,82,Left,2,675,1.3,59,86,Fair
254859,59,78,175,70,Right,2,525,2.2,63,46,Good
234258,67,77,179,68,Left,3,2.000.000,4.4,66,56,Good
256864,51,70,182,72,Left,2,130,1.3,48,57,Good
257776,55,69,180,75,Left,2,275,1.4,45,64,Fair
252574,62,63,187,86,Right,2,325,1.5,52,72,Good
228781,59,66,181,76,Right,2,375,1.3,59,66,Good
258179,57,73,186,80,Right,2,350,1.3,54,66,Fair
240119,65,73,174,61,Right,3,1.400.000,3.1,62,43,Good
181445,73,73,186,80,Right,2,900,6.2,61,80,Fair
256537,56,70,191,80,Right,1,275,1.3,11,73,Fair
193881,75,75,181,75,Right,4,4.900.000,27,78,59,Excellent
237024,68,79,183,76,Left,3,2.300.000,5.6,68,58,Fair
252827,63,72,185,78,Right,3,1.000.000,1.8,60,72,Good
232226,74,74,194,89,Right,1,1.900.000,10.5,22,79,Fair
251708,69,69,189,84,Right,2,,,68,79,Good
253735,68,77,182,71,Right,3,2.400.000,7.3,69,58,Good
224608,67,67,183,85,Right,3,775,3.8,62,76,Good
227927,75,80,174,64,Right,3,7.000.000,32,71,59,Good
216283,75,75,170,72,Left,3,4.500.000,15.5,74,65,Good
223067,65,65,174,81,Right,3,650,3.1,67,72,Good
259292,53,63,190,80,Right,2,170,1.3,40,67,Fair
238781,62,71,186,77,Right,2,750,1.3,47,70,Fair
201815,65,65,182,76,Right,2,550,1.4,59,70,Fair
256167,64,72,180,74,Right,3,1.200.000,2.4,67,58,Good
207538,66,66,178,74,Right,2,775,5.2,58,65,Good
251358,61,68,176,76,Right,2,550,1.3,56,69,Fair
253365,65,68,174,75,Right,3,850,2.8,66,75,Good
244859,63,80,190,88,Right,2,1.100.000,1.8,65,80,Fair
224258,73,81,196,94,Right,3,6.000.000,28,73,85,Good
232363,85,89,188,80,Right,2,60.500.000,115,69,84,Fair
248196,51,68,183,71,Right,2,130,1.3,50,66,Fair
176992,64,64,178,78,Right,2,180,1.3,61,73,Good
252962,65,70,179,75,Right,2,850,3.4,57,75,Fair
190311,70,70,188,79,Right,3,1.400.000,25,71,81,Good
226770,61,61,177,78,Right,3,300,1.3,64,57,Good
199833,77,78,198,103,Right,1,7.000.000,13,19,82,Fair
247263,78,88,192,78,Right,2,26.500.000,34,62,79,Fair
161754,75,75,187,82,Right,3,2.500.000,8.2,72,85,Good
214601,75,75,180,72,Right,3,4.500.000,31,70,67,Good
258895,62,75,190,83,Right,2,875,5.3,61,69,Good
223572,65,72,186,87,Right,2,1.200.000,1.3,65,80,Good
208622,75,75,185,73,Right,3,5.500.000,31,79,69,Excellent
200212,74,74,198,97,Right,1,1.900.000,15.5,17,82,Fair
256472,50,71,183,68,Left,2,130,1.3,49,50,Fair
232699,69,72,172,67,Right,3,1.600.000,6.4,65,37,Good
237161,73,83,180,65,Right,2,6.500.000,23.5,73,68,Excellent
253220,70,71,169,62,Right,2,1.500.000,8.6,68,68,Good
211053,67,71,189,79,Right,1,1.000.000,1.3,23,57,Fair
183497,76,76,190,81,Right,1,1.200.000,21.5,23,66,Fair
153275,74,74,180,75,Right,1,650,21.5,25,69,Fair
246921,60,70,185,75,Right,2,500,1.4,58,59,Good
223122,68,68,182,77,Right,2,700,6,61,81,Fair
186695,73,73,185,78,Right,2,2.200.000,13,56,84,Fair
189560,79,79,190,80,Right,3,10.500.000,31,80,89,Good
256022,53,61,176,69,Right,2,190,2.2,54,52,Good
233572,58,65,183,73,Right,2,350,1.5,60,70,Good
257799,62,65,182,70,Right,2,475,1.8,57,59,Good
252061,54,69,172,72,Right,3,220,1.3,55,52,Good
210212,76,76,173,70,Right,3,6.500.000,34,73,60,Excellent
215010,73,73,180,78,Right,2,2.500.000,12,69,77,Good
239485,67,73,193,74,Right,2,1.300.000,5,61,80,Fair
258196,57,75,170,59,Right,4,350,1.3,62,33,Fair
189833,68,68,179,77,Right,2,900,2.8,64,73,Fair
201403,68,68,182,79,Right,3,1.100.000,4.5,68,74,Good
188721,71,71,182,74,Left,4,1.600.000,20.5,74,67,Good
243220,62,72,185,76,Left,2,725,1.3,63,70,Good
187084,68,68,185,79,Right,3,875,5.9,65,76,Good
212385,64,69,187,83,Right,2,700,1.3,38,82,Fair
212192,68,73,173,70,Right,3,1.600.000,4,69,52,Good
188166,75,75,183,75,Right,4,4.900.000,65,74,78,Excellent
255419,57,66,188,80,Right,2,325,5.6,55,73,Good
257424,58,65,170,61,Left,2,375,1.6,67,57,Good
203783,72,72,186,84,Right,3,1.900.000,17.5,70,70,Fair
143598,71,71,192,86,Right,1,45,3.5,13,60,Fair
182091,70,70,171,68,Right,3,1.400.000,5.8,69,63,Good
210455,81,84,170,70,Right,3,28.000.000,75,77,59,Good
239738,69,79,178,75,Left,2,2.700.000,8.3,65,63,Good
215207,58,58,175,69,Right,3,190,1.9,68,64,Good
238980,66,77,182,76,Right,3,1.700.000,3.6,67,62,Good
228579,76,80,183,79,Right,3,9.000.000,31,75,68,Good
257074,53,59,197,87,Right,1,110,1.3,13,66,Fair
210005,67,69,175,78,Left,3,1.100.000,5.6,66,70,Good
212038,64,65,180,67,Right,1,400,5.8,18,49,Fair
239368,69,80,185,74,Left,2,2.600.000,16.5,65,75,Fair
194846,73,73,177,73,Left,3,2.300.000,7.2,72,68,Good
159195,64,64,187,92,Right,2,180,3.1,63,88,Good
192091,73,73,181,81,Right,2,1.900.000,37,52,80,Good
190556,65,65,187,84,Right,3,625,3.1,63,71,Good
245419,62,73,168,60,Right,3,800,3.2,66,40,Good
157888,69,69,185,78,Right,1,220,2.8,18,72,Fair
153062,62,62,168,63,Right,3,120,2.1,62,34,Good
242276,60,67,187,76,Right,2,450,1.9,55,77,Good
221758,61,61,184,80,Right,2,250,1.3,62,73,Good
256665,53,69,186,80,Right,1,190,1.3,15,59,Fair
229368,58,63,193,95,Right,1,220,1.3,20,66,Fair
237376,71,74,175,71,Right,3,2.100.000,6,71,62,Good
257977,55,69,174,64,Right,2,250,1.3,35,39,Fair
232174,63,63,199,92,Right,2,450,3,62,81,Good
228980,67,70,179,74,Right,2,1.100.000,4.2,62,59,Good
229692,70,73,185,80,Right,1,1.400.000,7.6,24,63,Fair
213629,76,78,187,74,Right,3,7.500.000,38,78,73,Good
205712,67,67,175,74,Right,4,1.000.000,6.3,66,49,Good
257998,62,76,188,80,Right,1,775,1.3,16,57,Fair
248694,56,66,187,79,Right,2,275,3.1,58,68,Good
232461,68,69,187,78,Right,2,1.100.000,2.4,60,80,Fair
219731,66,66,179,75,Right,2,775,3.1,64,73,Good
247561,58,58,190,77,Right,1,130,1.4,14,58,Fair
198023,74,74,176,75,Right,2,3.200.000,16.5,71,69,Good
208120,71,72,193,87,Right,2,2.000.000,5.6,68,85,Good
259085,60,72,185,79,Right,1,450,1.5,14,55,Fair
243871,57,77,177,65,Right,2,400,2.2,64,37,Good
242763,68,75,181,80,Right,2,2.100.000,3.3,57,79,Good
256370,63,64,182,75,Right,3,525,1.3,63,68,Good
232031,55,60,188,79,Right,1,130,1.3,14,59,Fair
197786,73,73,178,76,Right,2,2.300.000,11.5,70,72,Good
253522,65,69,170,60,Right,2,900,2.9,55,52,Fair
210843,66,66,179,70,Left,2,750,5.9,62,77,Good
247131,74,74,172,71,Left,2,3.400.000,21,63,70,Good
186197,76,76,173,72,Left,4,6.500.000,7,80,66,Excellent
213296,75,79,187,78,Left,4,7.000.000,21.5,80,74,Excellent
237233,56,62,184,78,Right,2,200,1.3,56,65,Good
191202,80,80,194,83,Left,3,13.500.000,95,79,84,Excellent
236588,62,68,185,79,Right,2,550,1.3,62,74,Good
222461,72,75,169,69,Right,4,2.800.000,7.6,74,42,Good
236072,69,69,185,74,Left,2,1.300.000,4.8,65,71,Good
201301,66,66,190,79,Right,2,650,6.7,57,77,Good
257561,64,64,170,61,Right,3,550,2.1,63,42,Good
232898,71,76,175,66,Right,3,2.600.000,6.6,72,59,Excellent
247832,73,79,176,69,Right,3,4.100.000,15,71,67,Good
208989,67,68,183,79,Right,2,1.100.000,13.5,65,76,Good
210140,70,70,189,83,Right,1,475,13,15,73,Fair
212487,67,74,188,70,Right,2,1.700.000,9.9,61,75,Fair
222031,67,67,176,69,Left,3,,,69,55,Fair
209361,65,67,179,73,Right,2,725,1.3,61,78,Good
239807,69,81,184,74,Right,3,3.000.000,5.4,72,60,Good
259206,63,77,196,69,Right,1,900,3.6,21,63,Fair
213445,68,71,167,67,Left,3,1.400.000,15,74,54,Good
238715,54,70,186,76,Right,2,250,1.3,54,71,Good
227819,64,68,188,80,Right,1,550,1.4,21,66,Fair
230325,67,67,185,76,Right,2,900,4,47,76,Fair
125871,75,75,183,75,Left,3,4.300.000,27,71,66,Excellent
251636,67,79,180,80,Right,2,2.200.000,2.1,57,74,Fair
200793,67,70,188,76,Left,2,1.100.000,11,59,75,Fair
229104,71,71,189,82,Left,3,1.700.000,9.9,73,70,Excellent
183546,72,72,176,73,Right,2,1.400.000,16.5,68,70,Good
240027,65,65,177,65,Right,3,700,3.3,71,46,Good
221534,62,67,180,76,Right,2,525,1.3,63,69,Good
258944,60,72,185,77,Right,2,525,1.3,35,73,Fair
247648,61,71,183,83,Left,2,600,1.3,55,72,Fair
238345,64,71,181,70,Left,2,1.100.000,2.1,64,68,Good
41236,83,83,195,95,Right,5,11.000.000,44,86,87,Excellent
251266,69,74,182,75,Left,2,1.800.000,4.4,62,64,Good
172553,73,73,195,89,Right,1,1.400.000,35,21,67,Fair
232748,65,65,169,66,Right,2,550,1.3,57,57,Fair
248047,55,72,198,90,Right,1,275,1.3,18,41,Fair
140422,63,63,180,74,Right,2,140,2.9,58,72,Good
254064,56,63,173,65,Right,2,275,1.8,51,54,Good
256059,59,68,174,69,Right,4,450,3.5,61,43,Good
223159,69,75,195,74,Right,2,1.800.000,3.8,62,83,Fair
163342,64,64,181,70,Right,2,325,2.4,63,69,Good
258417,55,72,170,60,Right,2,300,1.3,56,40,Fair
210269,68,69,185,77,Right,2,1.100.000,1.8,68,78,Good
218659,76,81,183,70,Left,3,9.500.000,36,74,65,Fair
204380,68,72,188,87,Right,1,1.200.000,1.3,18,66,Fair
257218,64,72,172,68,Right,2,1.200.000,2.2,65,45,Good
228715,68,75,185,79,Left,2,2.100.000,3.3,66,72,Good
203445,68,68,191,83,Right,2,750,5.6,62,83,Good
255225,64,64,184,79,Right,2,250,2.2,56,79,Fair
237819,74,84,179,73,Right,3,8.500.000,21,75,67,Good
241636,60,60,184,75,Right,2,190,2.6,58,81,Excellent
211881,64,64,182,80,Right,2,450,1.3,60,66,Good
240924,58,73,190,74,Right,3,450,1.3,55,69,Good
210639,61,66,173,88,Right,3,450,1.3,60,89,Good
193116,77,77,187,76,Right,3,6.500.000,22,76,74,Good
255675,57,70,173,67,Right,2,325,1.3,58,39,Good
194329,69,69,173,68,Right,2,1.200.000,4.8,69,70,Good
241266,64,78,185,72,Right,3,1.300.000,3.9,63,59,Good
255360,56,72,182,69,Right,3,325,1.3,55,54,Good
203500,63,65,173,72,Right,2,550,2.6,60,62,Good
228650,71,74,175,68,Right,4,2.200.000,6.2,77,46,Good
229942,75,81,190,86,Right,2,7.000.000,29,63,91,Fair
182212,75,75,187,84,Right,3,4.100.000,24.5,70,86,Excellent
258552,60,75,180,68,Left,2,525,1.3,61,50,Fair
239041,66,71,172,69,Right,3,1.200.000,2.4,67,64,Good
234223,68,76,178,72,Right,3,2.200.000,3.6,70,80,Good
254822,68,71,173,68,Right,3,1.400.000,2.5,64,67,Good
255730,53,72,181,78,Right,2,220,1.3,57,60,Good
258102,60,68,178,70,Right,3,500,1.3,61,57,Good
225432,62,69,186,76,Right,1,625,1.7,18,57,Fair
229041,69,69,193,84,Right,2,1.000.000,5.5,64,83,Fair
251289,62,72,186,80,Right,2,750,1.3,39,72,Fair
224389,73,80,175,68,Left,3,5.500.000,12,73,69,Excellent
156519,81,81,185,78,Right,3,22.000.000,55,78,78,Excellent
259343,51,68,175,73,Right,2,130,1.3,38,53,Fair
245360,63,67,168,64,Right,2,600,1.7,69,50,Good
164468,77,77,193,88,Right,2,3.100.000,42,59,83,Good
230260,72,72,170,68,Left,2,1.900.000,11,58,47,Good
251773,61,62,188,87,Right,1,220,2.1,14,56,Fair
203853,67,67,178,70,Right,4,1.000.000,6.1,69,60,Good
235432,69,75,188,83,Right,2,1.800.000,8.2,66,73,Good
254121,56,71,191,80,Right,2,275,1.3,51,59,Fair
240532,58,70,178,68,Right,2,450,1.7,57,44,Good
216352,84,85,181,68,Right,3,38.500.000,110,85,69,Excellent
258801,58,58,170,61,Right,3,190,2.4,54,43,Good
200286,63,63,187,75,Right,2,375,2,58,72,Fair
170305,66,66,185,72,Right,2,275,3.4,64,70,Good
210951,69,71,170,70,Left,4,1.500.000,3.8,72,58,Excellent
183287,72,72,175,71,Right,3,1.100.000,17,69,67,Good
216186,66,66,182,79,Right,2,775,3.1,58,73,Good
242221,62,62,173,60,Right,3,350,4.2,64,57,Good
222820,60,64,187,78,Right,1,250,1.3,18,64,Fair
208462,68,70,190,78,Right,2,1.200.000,3.1,58,79,Good
256632,67,87,181,74,Right,2,2.500.000,4.5,66,69,Good
192496,63,65,188,79,Right,2,425,2.5,49,77,Fair
257920,58,72,185,80,Right,3,450,3.1,60,60,Good
219789,79,79,175,71,Right,3,14.500.000,44,76,69,Good
237321,69,76,186,79,Right,3,2.600.000,11,71,74,Good
190501,72,72,182,73,Left,3,2.100.000,11.5,74,74,Good
256798,52,66,192,76,Right,2,160,1.3,38,61,Fair
205600,83,86,182,75,Left,2,38.000.000,155,77,85,Excellent
232573,68,69,180,77,Right,3,1.200.000,4.4,68,76,Good
259197,62,79,186,78,Right,3,900,1.3,70,68,Good
243963,62,73,178,73,Right,3,800,1.3,65,68,Good
237771,63,70,175,71,Right,2,775,1.3,62,69,Good
256262,59,71,189,79,Right,2,500,2.8,60,67,Good
233732,72,79,181,77,Right,3,4.300.000,15,73,66,Good
190852,67,67,175,73,Right,3,900,3.4,70,59,Good
191740,79,79,182,71,Right,3,15.500.000,70,81,69,Good
243430,64,77,180,77,Right,2,1.300.000,3.5,57,68,Fair
222123,75,77,185,86,Right,2,5.500.000,7.1,65,80,Fair
257023,53,74,167,60,Right,3,275,1.3,59,33,Fair
236530,68,78,173,63,Left,3,2.300.000,6.7,69,48,Good
257189,69,72,169,63,Right,4,1.700.000,7.9,74,65,Good
253963,54,63,184,77,Right,2,220,1.7,55,60,Good
246262,54,74,179,69,Right,1,250,1.3,12,46,Fair
258786,63,72,177,72,Right,2,900,1.7,67,50,Fair
222573,70,75,181,80,Right,3,2.200.000,7.8,75,83,Good
246798,59,68,193,91,Right,2,450,1.3,58,80,Good
243060,50,68,188,88,Right,1,90,1.3,11,30,Fair
188131,67,67,179,73,Right,2,250,3.5,59,65,Good
257473,55,74,177,70,Left,2,300,1.3,56,47,Fair
257166,59,71,187,80,Right,2,450,1.3,36,82,Fair
188424,66,66,183,80,Right,2,650,3,64,76,Fair
175941,65,65,188,83,Right,2,325,1.3,60,80,Fair
228191,62,67,188,76,Right,2,500,1.3,49,81,Fair
245858,55,70,185,85,Right,1,220,1.3,20,32,Fair
258769,60,67,184,76,Right,3,450,1.3,66,58,Good
246777,57,72,178,65,Right,2,350,1.3,59,59,Good
243125,66,67,175,70,Right,2,800,1.5,62,55,Fair
234018,68,68,187,76,Right,3,1.300.000,3.8,70,72,Excellent
236025,62,67,196,85,Right,2,550,2.2,60,84,Good
